month,hour,year,location,operator,route,type,aboard,fatalities,summary
3,7,1984,"Barranquilla, Colombia",Aerosucre Colombia,Barranquilla - Bogota,Curtiss C-46A,6,4,"Tried to make an emergency landing. Touched down, lifted off, stalled and crashed."
3,4,1984,"Near Hunghae, South Korea",Military - U.S. Marine Corps,Pohang - Kannung,Sikorsky CH-53D,29,29,Crashed into a wooded mountainside while flying VFR. Pilot error.
3,8,1984,Off  Bimini,State Airlines,Ft. Lauderdale - Bimini,Cessna 402B,6,6,"Slowed to 90 knts and soon after began to descent at 5,400 fpm and disappeared from radar and crashed into the sea. The wreckage was never found."
5,1,1984,"Chalkhill, Pennsylvania",Zantop International Airlines,Baltimore - Detroit,Lockheed L-188AF Electra,4,4,"The cargo aircraft's entry into an unusual attitude and the inability of the flight crew to analyze the flight condition before there was a complete loss of control. Although the precise reason for the loss of control was not identified, an undetermined failure of a component in the No.2 vertical gyro system, perhaps involving the amplifier and associated circuitry, probably contributed to the cause of the accident by incorrectly processing data to the co-pilot's approach horizon. The inflight structural failure of the aircraft was due to overload."
6,2,1984,"Island Beach, New Jersey",Air Taxi - Raco Helicopters Corp.,,Aerospeciale AS-350D,3,3,"The on-demand air taxi flight departed for garden city with one passenger. The reported weather at the approximate time of the accident indicated low clouds, thunderstorm activity including rain and lighting. One witness stated that he observed the helicopter flying at an altitude of approximately 60 to 80 feet above the water. The helicopter wreckage was found the next day on the beach. Continued VFR flight into IMC. Improper altitude."
7,11,1984,"Port Hardy, British Columbia, Canada",Coval Air,,Beechcraft 18,9,9,"While attempting to take off, gained 100 feet in altitude then nosed into the end of the runway tarmaand burned. Chartered by Painter's Lodge fishing resort."
7,9,1984,"Ouzinkie, Alaska",Air Taxi,"Kodiak, AK - Ouzinkie, AK",Grumman G-21A,4,4,"The aircraft collided with the waters of the narrow strait, northwest of Monashka Bay. Witnesses reported the weather was IFR in the area at the time. The aircraft was not equipped for instrument flight nor was the pilot current with FARS to conduct IFR operations. Continued VFR flight into IMC."
7,13,1984,"Tau Island, American Samoa",South PacifiIsland Airways,Pango Pango - Tau Island,de Havilland Canada DHC-6 Twin Otter 300,14,1,While turning from its base leg onto the final approach the fight controls suddenly collapsed and the nose of the plane pitched up. The pilot attempted to maintain control  of the aircraft by using the throttle and flap controls but it collided with a vehicle and terminal building.  A rusted elevator control cable broke. Improper maintenance  procedures. Total failure of the elevator control due to corrosion.
7,7,1984,"Anchorage, Alaska",Air Taxi,"Anchorage, AK - Cantwell, AK",Cessna 401,5,5,Disappeared en route. Aircraft and occupants never found. Reasons undetermined.
8,8,1984,"Vieques, Puerto Rico",Vieques Air Link,"Vieques, PR - St. Croix, VI",Britten-Norman BN-2A Islander,9,9,Banked to the left shortly after taking off and crashed into the ocean. Aircraft overloaded and improperly loaded. Inexperienced pilot. Water contamination of fuel.
8,1,1984,"Near Memphis, Tennessee",Aviation Enterprises,Memphis - Chicago,Douglas DC-3,3,3,During takeoff the crew lost the No. 1 engine. The plane struck utility poles and crashed through the roof of a building. Missing spark plug from the No. 1 engine in the No. 14 cylinder.
8,11,1984,"San Luis Obispo, California",Wings West Airlines / Private,San Luis Obispo - San Fransisco,Beechcraft C99 / Rockwell 112TC,17,17,"A head-on midair collision occurred at 3, 400 ft. near San Luis Obispo Airport . The Beech was climbing and the Rockwell was descending. Two aboard the Rockwell aircraft were killed along with 15 aboard the Beech.  Failure of the pilots of both aircraft to follow the recommended communications and traffiadvisory practices for uncontrolled airports in alerting each other to their presence. Underlying the accident were the physiological limitations of human vision and reaction time."
9,21,1984,"Near Naples, Florida",Provincetown - Boston Airlines,"Naples, FL - Tampa, FL",Cessna 402C,6,1,Lost both engines while taking off and crashed  wheels up in a field. Fueled with jet fuel by accident.
9,11,1984,"Quito, Ecuador",AECA Cargo,Quito - Guayaquil,McDonnell Douglas DC-8F-55,4,4,"While taking off, the cargo plane was unable to gain altitude and crashed into buildings at the end of the runway. Improper calculation of center of gravity, load distribution and maximum takeoff weight for existing runway and weather conditions."
9,11,1984,"near Orillia, Ontario, Canada",Air Niagara,Training,Cessna 500 Citation I,2,2,While on VFR training the aircraft was 200 feet over the runway when it suddenly rolled inverted and struck the ground.
10,8,1984,"Ausin, Nevada",Air Taxi - Desert Flying Service,"Reno, NV - Eureka, NV",Cessna R182,3,3,Deteriorating weather (fog) was encountered as the pilot followed a highway to his destination on an easterly heading. On scene evidence indicated that the aircraft impacted left wing tip first on a northerly heading near the east end of a box canyon. Flight into adverse weather. Air speed not maintained.
10,5,1984,"Near Omsk, Russia",Aeroflot,Krasnodar - Omsk,Tupolev TU-154B,179,174,"While landing, the crew noticed something on the runway, took evasive action and crashed into two cleaning vehicles. The flying control officer (ATC)  fell asleep and did not inform the controllers cleaning vehicles were on the runway."
10,17,1984,"Goose Bay, Newfoundland, Canada",Labradore Airways,St. Anthony - Goose Bay,de Havilland Canada DHC-6 Twin Otter 100,4,4,The air ambulance struck a mountain in near zero visibility and snow bounced twice and came to rest in a canyon. The VFR flight was attempted in mountainous terrain in marginal weather conditions. The aircraft was flown at an altitude which did not provide terrain clearance and the aircraft struck amountain for undetermined reasons.
12,18,1984,"Jacksonville, Florida",Provincetown - Boston Airlines,Jacksonville - Tampa,Embraer 110P1 Bandeirante,13,13,"After taking off, the aircraft went into a steep dive, crashed and burned 7,800 ft. beyond the departure end of the runway. Malfunction of the elevator control system or elevator trim system. The reaction of the flight crew to correct the pitch control problem overstressed the left elevator control rod, which resulted in asymmetrical elevator deflection and overstress failure of the horizontal stabilizer attachment structure."
12,19,1984,"Pontiac, Michigan",Air Taxi - Richards Aviation Inc.,"Bolivar, TN - Pontiac, MI",Piper PA-31,2,2,The aircraft departed the airport with one dry air pump inoperative and the other pump reading low. Aircraft control was lost during an instrument approach in IMC. Operation with known deficiencies in equipment. Flight/Nav instruments disabled. Emergency procedures not followed.
12,23,1984,"Bainbridge, New York",Air Taxi - Delaware Aviation LLC,"Binghamton, NY - Bainbridge, NY",PA-23-250,4,4,"VFR conditions prevailed when the fight departed. The destination was reported as clear until just prior to the estimated time of arrival, then fog began to form. Witnesses who heard the aircraft, just prior to the accident, reported heavy fog. After making an approach to Rwy 7, the aircraft turned to a heading of about 220 deg, then collided with trees on a wooded hill, .85 mi north of the airport. Continued VFR flight into adverse weather conditions."
12,14,1984,"Near Jaen, Peru",Fuerza Aérea del Peru,,de Havilland Canada DHC-6 Twin Otter 300,21,21,"Crashed in flames, two minutes after taking off from a military base."
12,18,1984,"Near Kranoyarsk, Russia",Aeroflot,,Tupolev TU-154B-2,110,110,The aircraft crashed while attempting an emergency landing after the No. 3 engine caught fire. Failure of a  compressor.
1,20,1985,"Near La Paz, Bolivia",Eastern Air Lines,"Asuncion, Paraguay - La Paz, Bolivia",Boeing B-727-225 Adv,29,29,"The aircraft hit Mt. Illimani at an altitude of 19,600 feet after being cleared to descend during an approach to La Paz. The crew did not follow the prescribed airway. Navigation error. Controlled flight into terrain."
1,7,1985,"Kansas City, Kansas",TPI International Airways,Detroit - Kansas City,Lockheed L-188AF Electra,3,3,The cargo plane executed a missed approach because it was too high. The copilot mistakenly lined up with nearby Fairfax Airport to land. The captain took over and entered a steep climb for a go-around. The plane stalled and entered a dive and crashed into a water treatment plant. Improper IFR procedure. Airspeed not maintained which led to an inadvertent stall.
1,8,1985,"Havana, Cuba",Cubana de Aviacion,Havana - Managua,Ilyushin IL-18D,38,38,The airliner crashed after takeoff. Failure of the artificial horizon and obstruction of aileron control due to shifted cargo.
1,23,1985,"Carson, New Mexico",Air Taxi,"Albuquerque, NM - Taos, NM -",Bell 206 L-1,3,3,The helicopter crashed in open terrain during a turn to reverse direction. Witnesses stated the aircraft was heading north and was on a converging course with high tension lines that were about 80 to 100 ft high and the belly counted spotlight was illuminated when it passed overhead. The helicopter impacted snow covered terrain in a steep descending bank to the right at a high rate of speed on a southerly heading. The power lines showed no evidence of having been struck. Pilot did not maintain directional control.
1,1,1985,"Reno, Nevada",Galaxy Airlines,"Reno, NV - Minneapolis-St. Paul, MN",Lockheed L-188A Electra,71,70,"The aircraft crashed while returning to the airport after reporting severe vibrations. While attempting to land, the aircraft crashed into a  field, bounced and slid into mobile homes. A ground handler forgot to close an air start access door. The crew's failure to control and monitor the flight path and air speed of the aircraft after detecting the vibration."
1,9,1985,"Off Puerto Castilla, Honduras",Military - U.S. Air Force,Howard AFB - Trujillo AP,Lockheed C-130A,21,21,"Crashed into the Caribbean sea, 8 miles northwest of the airport where it was scheduled to land."
1,10,1985,"Near Buga, Colombia",AIRES Colombia,Florencia - Cali,Embraer 110P1 Bandeirante,17,17,"The aircraft crashed into a mountain at 8,500 ft. while descending to land at Buga. Continued VFR flight into deteriorating weather conditions."
1,10,1985,"Cerro el Plateado, Colombia",Aerolineas Centrales de Colombia,Medellin - Quibdo,de Havilland Canada DHC-6 Twin Otter 300,23,23,"Crashed into a mountain at 11,500 ft.  In rainand fog.  Flying under VFR when conditions changed to IFR."
2,20,1985,"Whitefield, New Hampshire",Air Taxi - Air Trends Inc.,"Burlington, VT - Whitefield, NH",Piper PA-31-350,5,4,The aircraft crashed after executing a missed approach at Whitefield during IMC weather. The aircraft was seen at 300-400 ft agl during some part of the maneuvering near the airport. The aircraft seemed to be heading for the airport when last seen by ground observers. Fuel starvation. Fuel tank selector in wrong position.
2,19,1985,"Soldotna, Alaska",North PacifiAirlines,"Anchorage, AK - Anchorage, AK",Beech Queen Air 65-A80,9,9,Crashed into trees while attempting a go-around in poor weather. Improper minimum descent atlitiude and missed approach. Improper inflight decision. Improper missed approach. Minimum descent altitude not maintained.
2,0,1985,"Altus, Oklahoma",Air Taxi - Oklahoma Airways Inc.,"Altus, OK - Oklahoma City, OK",Cessna 402B,2,2,"A witness saw smoke & fire trailing from the vicinity of the l eng. He stated that the aircraft's nose came up, the plane rolled to the left, then it entered a steep, nose down, inverted attitude just before it crashed & burned. Total failure of the exhaust manifold system. Inadequate inspection/maintenance."
